Playerid,Name,Age,Nationality,Overall,Potential,Club,Value,Wage
13080,Arribas,18,Spain,62,70,AD Alcorcan,425000,2000
13081,N. Sangara,23,Germany,62,69,Antalyaspor,350000,3000
13082,M. Nzola,20,France,62,71,Carpi,475000,1000
13083,V. Belon,22,France,62,67,RC Lens,290000,1000
13084,Miguelan,21,Spain,62,76,Villarreal CF,600000,4000
13085,J. Berrett,28,Republic of Ireland,62,62,Grimsby Town,300000,3000
13086,M. Kuttin,23,Austria,62,65,FC Admira Wacker Madling,270000,1000
13087,De la Calzada,22,Spain,62,72,Valencia CF,375000,3000
13088,R. Leal,20,Costa Rica,62,71,KV Mechelen,475000,2000
13089,M. Engelhardt,24,Germany,62,67,Eintracht Braunschweig,290000,3000
13090,E. Sehit,21,Turkey,62,73,Genalerbirlissi SK,525000,8000
13091,C. Mauersberger,22,Germany,62,69,FSV Zwickau,425000,1000
13092,R. Contreras,21,Argentina,62,74,Arsenal de Sarandae,550000,2000
13093,Y. Kobayashi,31,Japan,62,62,Sagan Tosu,200000,1000
13094,N. Bajrami,18,Switzerland,62,82,Grasshopper Club Zaerich,625000,2000
13095,B. Knott,24,England,62,68,Lincoln City,400000,3000
13096,F. Sierralta,20,Chile,62,76,Parma,600000,4000
13097,G. Docherty,20,Scotland,62,74,Hamilton Academical FC,525000,1000
13098,L. Escorcia,20,Colombia,62,71,Jaguares Fatbol Club,400000,1000
13099,R. Diarra,22,France,62,75,AS Monaco,525000,5000
13100,Toni Martinez,20,Spain,62,76,West Ham United,675000,13000
13101,F. Wagner,19,Germany,62,72,FSV Zwickau,475000,1000
13102,J. Gammelby,22,Denmark,62,72,Silkeborg IF,425000,2000
13103,D. Keita-Ruel,27,Germany,62,62,SC Fortuna Kaln,325000,1000
13104,D. Ernst,26,Germany,62,63,SC Fortuna Kaln,290000,1000
13105,T. Vayrynen,24,Finland,62,68,Hansa Rostock,425000,1000
13106,J. Aguirre,26,Uruguay,62,66,La Equidad,325000,1000
13107,C. Djim,22,Belgium,62,69,Roda JC Kerkrade,425000,2000
13108,N. Rieble,21,Germany,62,69,VfL Bochum,375000,3000
13109,K. Mohammed,21,Ghana,62,70,FK Austria Wien,400000,3000
13110,D. Massey,29,Republic of Ireland,62,62,Dundalk,230000,1000
13111,Park Joon Kang,26,Korea Republic,62,63,Sangju Sangmu FC,290000,1000
13112,G. Zajkov,22,FYR Macedonia,62,69,Sporting Charleroi,375000,2000
13113,David de Paula,33,Spain,62,62,FK Austria Wien,120000,4000
13114,I. Azzaoui,19,Belgium,62,79,Willem II,650000,6000
13115,Kim Jung Hwan,20,Korea Republic,62,73,FC Seoul,525000,1000
13116,J. Sartiaguin,23,Mexico,62,69,Deportivo Toluca,350000,3000
13117,J. Gorenc Stankovic,21,Slovenia,62,76,Huddersfield Town,600000,6000
13118,J. Ramaerez,29,Colombia,62,63,CD Once Caldas Manizales,270000,1000
13119,Roger Figueras,20,Spain,62,72,GimnA†stic de Tarragona,425000,2000
13120,Cristian,22,Spain,62,74,SD Eibar,475000,3000
13121,H. Barry,24,Guinea,62,65,Orlando City Soccer Club,375000,2000
13122,L. Doumbouya,26,Guinea,62,64,SKN St. Palten,375000,4000
13123,Aylton Boa Morte,23,Portugal,62,68,Estoril Praia,425000,2000
13124,J. Inamoto,37,Japan,62,62,Hokkaido Consadole Sapporo,40000,1000
13125,A. Guillen,24,Mexico,62,69,FC Dallas,350000,1000
13126,Mateus,22,Brazil,62,70,Omiya Ardija,450000,1000
13127,N. Andreev,19,Russia,62,72,Zenit St. Petersburg,475000,6000
13128,E. Rito,21,Venezuela,62,72,Patriotas Boyaca FC,425000,1000
13129,A. Kay,34,England,62,62,Port Vale,90000,3000
13130,P. Drewes,24,Germany,62,70,Waerzburger FV,325000,1000
13131,D. Delaunay,22,France,62,70,US Quevilly-Rouen,325000,1000
13132,D. Gamez,29,Colombia,62,62,CD Once Caldas Manizales,230000,1000
13133,M. Buchalik,28,Poland,62,62,Wisla Krakaw,210000,1000
13134,J. Rose,35,Australia,62,62,Central Coast Mariners,70000,1000
13135,C. Udoji,30,Nigeria,62,62,Lillestrom SK,290000,1000
13136,M. Kleihs,23,Germany,62,66,Waerzburger FV,325000,1000
13137,S. Gannon,25,Republic of Ireland,62,65,Dundalk,325000,1000
13138,M. Duffy,22,Northern Ireland,62,72,Dundalk,500000,1000
13139,A. Pelvas,28,Finland,62,62,HJK Helsinki,325000,1000
13140,M. Biankadi,22,Congo,62,69,Rot-Weiss Erfurt,425000,1000
13141,E. Agaeero,22,Argentina,62,72,San Martaen de San Juan,475000,2000
13142,C. Robertson,23,Scotland,62,66,Blackpool,325000,2000
13143,T. Kanai,27,Japan,62,63,Yokohama F. Marinos,280000,2000
13144,M. Proietti,25,Italy,62,65,Pescara,375000,1000
13145,H. Norbye,30,Norway,62,62,Tromso IL,220000,1000
13146,T. Rehfeldt,23,Germany,62,68,VfR Aalen,350000,1000
13147,A. Plizzari,17,Italy,62,82,Ternana,500000,4000
13148,D. Erdossan,20,Turkey,62,76,LASK Linz,650000,3000
13149,Bruno,23,Brazil,62,69,LASK Linz,425000,3000
13150,L. Candellone,19,Italy,62,75,Ternana,575000,5000
13151,L. Kanigshofer,28,Austria,62,63,SpVgg Unterhaching,240000,1000
13152,D. Schaetz,26,Austria,62,62,SKN St. Palten,325000,3000
13153,J. Marriott,22,England,62,71,Peterborough United,475000,2000
13154,Yun Sang Ho,25,Korea Republic,62,66,Incheon United FC,375000,1000
13155,P. Vignaud,34,France,62,62,US Quevilly-Rouen,90000,1000
13156,J. Lorch,21,Germany,62,74,SV Wehen Wiesbaden,475000,1000
13157,J. Vidovic,28,Slovenia,62,64,SV Meppen,290000,1000
13158,F. Ladapo,24,Nigeria,62,66,Crystal Palace,400000,9000
13159,S. Al Masrahi,30,Saudi Arabia,62,62,Al Batin,230000,3000
13160,S. Furtado,22,France,62,71,US Orlaans Loiret Football,400000,1000
13161,E. Konsa,19,England,62,81,Charlton Athletic,600000,1000
13162,Ronaldo,23,Brazil,62,70,Ohod Club,375000,3000
13163,J. Arrieta,26,Colombia,62,65,Jaguares Fatbol Club,375000,1000
13164,T. Hawkridge,27,England,62,62,Notts County,325000,4000
13165,T. Denton,21,England,62,73,Port Vale,450000,5000
13166,J. Ibanez,20,Argentina,62,72,Arsenal de Sarandae,500000,2000
13167,A. Zamudio,19,Mexico,62,78,U.N.A.M.,650000,2000
13168,B. Kraev,20,Bulgaria,62,73,FC Midtjylland,525000,4000
13169,N. Hunt,33,England,62,62,Notts County,120000,4000
13170,K. Roos,25,Netherlands,62,66,Port Vale,280000,7000
13171,J. Gerlach,27,Germany,62,63,FC Carl Zeiss Jena,290000,1000
13172,Andra Sousa,19,Portugal,62,72,FC Paaos de Ferreira,475000,1000
13173,I. Ndiaye,23,Senegal,62,67,Randers FC,400000,3000
13174,J. Petriccione,22,Italy,62,74,Bari,475000,1000
13175,A. Vilhjalmsson,23,Iceland,62,71,Jankapings Sadra IF,475000,1000
13176,M. Bahre,21,Germany,62,71,Hannover 96,475000,5000
13177,L. Kryger,34,Denmark,62,62,AC Horsens,150000,2000
13178,M. Brahimi,24,Kosovo,62,67,Grasshopper Club Zaerich,400000,3000
13179,Asumah,20,Portugal,62,69,Willem II,425000,2000
13180,Esteve,21,Spain,62,72,Cardoba CF,475000,2000
13181,R. Spinaci,24,Argentina,62,68,Club Atlatico Tigre,350000,2000
13182,M. Barnofsky,22,Germany,62,67,Hallescher FC,350000,1000
13183,E. Torres,19,Mexico,62,72,Guadalajara,475000,5000
13184,L. Jeraz Silva,28,Argentina,62,63,Defensa y Justicia,280000,3000
13185,M. Gamez,20,Colombia,62,79,Envigado FC,675000,1000
13186,Y. van Osch,20,Netherlands,62,72,PSV,375000,2000
13187,H. El Helwe,22,Lebanon,62,68,Hallescher FC,425000,1000
13188,W. Norris,23,England,62,68,Wolverhampton Wanderers,300000,5000
13189,M. Ambrose,23,United States,62,66,Atlanta United FC,325000,1000
13190,S. van der Lei,24,Netherlands,62,68,Willem II,300000,1000
13191,M. Austin,26,Australia,62,63,Melbourne Victory,350000,2000
13192,J. Strauss,21,Germany,62,71,FC Erzgebirge Aue,475000,1000
13193,E. Goldero,33,Chile,62,62,Club de Deportes Temuco,180000,1000
13194,O. Fane,23,France,62,68,Oldham Athletic,400000,1000
13195,A. Abedzadeh,24,Iran,62,67,CS Maraetimo,290000,1000
13196,J. Cook,18,England,62,70,Middlesbrough,350000,2000
13197,A. Mhawi,21,Iraq,62,72,Al Batin,425000,2000
13198,R. Grzelak,28,Poland,62,62,Heart of Midlothian,240000,2000
13199,M. Bakaev,29,Russia,62,62,FC Anzhi Makhachkala,240000,4000
13200,M. Piatkowski,32,Poland,62,62,Wisla Plock,240000,2000
13201,O. Shevelyukhin,34,Ukraine,62,62,Garnik Zabrze,90000,1000
13202,R. Jensen,21,Finland,62,72,FC Twente,475000,2000
13203,D. Holman,27,England,62,62,Cheltenham Town,325000,3000
13204,Erik Ruiz,22,Spain,62,69,Deportivo Alavas,375000,4000
13205,M. Ballini,28,Argentina,62,62,Atlatico Tucuman,250000,2000
13206,P. Grazziani,22,Colombia,62,70,Alianza Petrolera,325000,1000
13207,J. AÅngulo,21,Colombia,62,72,Asociacion Deportivo Cali,425000,1000
13208,J. McCart,20,Scotland,62,75,Celtic,525000,6000
13209,S. Ibrahim,20,Nigeria,62,71,FK Haugesund,475000,1000
13210,G. Poussin,18,France,62,83,Girondins de Bordeaux,575000,2000
13211,C. Nava,22,Mexico,62,70,Club Atlas,450000,4000
13212,O. Mandanda,18,France,62,80,Girondins de Bordeaux,500000,2000
13213,B. Agounon,22,DR Congo,62,67,Clermont Foot 63,350000,1000
13214,B. Lozano,20,Mexico,62,77,U.N.A.M.,675000,4000
13215,E. Ba,24,France,62,69,FC Sochaux-Montbaliard,375000,2000
13216,J. Leyton,26,Colombia,62,65,Tigres FC,260000,1000
13217,T. King,22,England,62,70,Millwall,325000,4000
13218,P. Sarr,24,Senegal,62,67,FC Zaerich,400000,3000
13219,Aitor Lorea,19,Spain,62,78,CA Osasuna,650000,1000
13220,Javi Alonso,18,Spain,62,81,CD Tenerife,625000,1000
13221,B. Clifford,24,England,62,66,Crawley Town,400000,2000
13222,E. Ramaerez,20,Argentina,62,74,Gimnasia y Esgrima La Plata,550000,3000
13223,O. NDicka,17,France,62,80,AJ Auxerre,600000,1000
13224,S. Jovanovic,25,Serbia,62,65,Cardoba CF,375000,2000
13225,T. Chencinski,32,Canada,62,62,Shamrock Rovers,170000,1000
13226,T. Norgaard,30,Denmark,62,63,Silkeborg IF,230000,2000
13227,G. Gillespie,25,Scotland,62,65,Hamilton Academical FC,325000,1000
13228,R. Gelmi,22,Switzerland,62,72,FC Thun,425000,2000
13229,K. Yamamoto,27,Japan,62,62,Jabilo Iwata,300000,1000
13230,L. D'Ath,24,England,62,65,Luton Town,375000,4000
13231,R. Vincent,26,England,62,67,D.C. United,325000,2000
13232,F. Baak,18,Germany,62,73,Hertha BSC Berlin,425000,2000
13233,R. Pillot,26,France,62,64,La Berrichonne de ChA¢teauroux,250000,1000
13234,Z. Pliev,25,Russia,62,65,Terek Grozny,325000,5000
13235,Vaector Ruiz,22,Spain,62,68,Real Sporting de Gijan,350000,2000
13236,S. Nattestad,22,Faroe Islands,62,70,Molde FK,375000,1000
13237,B. Renneke,24,Germany,62,67,VfL Osnabraeck,400000,1000
13238,D. Plessis,29,France,62,62,Orebro SK,240000,1000
13239,C. Aasbak,23,Norway,62,68,Kristiansund BK,350000,1000
13240,D. Byrtek,26,Poland,62,65,Wisla Plock,325000,1000
13241,AÅlex Guanche,23,Spain,62,69,UD Las Palmas,325000,2000
13242,F. Obilor,26,Nigeria,62,65,HJK Helsinki,325000,1000
13243,C. Racker,23,Germany,62,67,SC Fortuna Kaln,350000,1000
13244,T. Lindenhahn,26,Germany,62,63,Hallescher FC,350000,1000
13245,K. Yeboah,23,Australia,62,70,Borussia Manchengladbach,450000,6000
13246,F. Flarez,24,Colombia,62,69,Alianza Petrolera,375000,1000
13247,M. Mbaye,21,Senegal,62,70,Carpi,450000,3000
13248,E. Amor,22,Argentina,62,73,Valez Sarsfield,450000,2000
13249,S. Salcedo,19,Paraguay,62,69,Club Atlatico Huracan,350000,1000
13250,T. Eaves,25,England,62,66,Gillingham,400000,2000
13251,Kim Young Chan,23,Korea Republic,62,68,Jeonbuk Hyundai Motors,350000,2000
13252,M. Rodraeguez,23,United States,62,69,SG Sonnenhof Grossaspach,425000,1000
13253,D. Bachmann,22,Austria,62,72,Watford,375000,6000
13254,D. Olsson,22,Sweden,62,68,GIF Sundsvall,350000,1000
13255,R. Muirhead,21,Scotland,62,74,Milton Keynes Dons,550000,2000
13256,L. Martaenez,22,Mexico,62,71,Tigres U.A.N.L.,400000,8000
13257,S. Nkansah,21,Germany,62,71,Eintracht Braunschweig,400000,3000
13258,Emanuel Novo,24,Portugal,62,67,Grupo Desportivo de Chaves,290000,1000
13259,A. Jallow,18,Gambia,62,76,FC Metz,625000,2000
13260,E. Purita,20,Argentina,62,77,Arsenal de Sarandae,675000,3000
13261,A. Hyodo,35,Japan,62,62,Ventforet Kofu,130000,1000
13262,A. Laukart,18,Germany,62,74,FC Twente,500000,1000
13263,J. Villalba,18,Paraguay,62,78,Borussia Manchengladbach,625000,4000
13264,M. Mlynikowski,24,Germany,62,67,Chemnitzer FC,350000,1000
13265,J. McCourt,21,England,62,71,Chesterfield,400000,2000
13266,J. Keller,22,Switzerland,62,72,FC St. Pauli,425000,3000
13267,Erik Expasito,21,Spain,62,74,UD Las Palmas,550000,3000
13268,M. Oxley,26,England,62,66,Southend United,270000,2000
13269,S. Eismann,29,Germany,62,62,FC Carl Zeiss Jena,240000,1000
13270,T. Aasheim,21,Norway,62,69,Viking FK,425000,1000
13271,C. Byrne,31,Republic of Ireland,62,62,St. Patrick's Athletic,270000,1000
13272,G. Rehak,24,Argentina,62,70,Independiente,325000,2000
13273,E. Agyiri,19,Ghana,62,78,VAylerenga Fotball,650000,1000
13274,K. Bare,19,Albania,62,75,Atlatico Madrid,575000,5000
13275,E. Kane,22,Senegal,62,70,Sandefjord Fotball,375000,1000
13276,J. Mlakar,18,Slovenia,62,78,F.B.C. Unione Venezia,625000,6000
13277,E. Abouchabaka,17,Germany,62,85,RB Leipzig,650000,6000
13278,T. Haitz,25,Germany,62,65,Sportfreunde Lotte,325000,1000
13279,M. Pawelec,31,Poland,62,62,Slask Wroclaw,200000,2000
13280,R. Duffy,31,Wales,62,62,Notts County,200000,4000
13281,J. Ledesma,24,Argentina,62,67,Rosario Central,290000,2000
13282,J. Justin,19,England,62,77,Luton Town,575000,2000
13283,G. Hirst,18,England,62,81,Sheffield Wednesday,625000,6000
13284,L. Watkowiak,21,Germany,62,72,SV Wehen Wiesbaden,375000,1000
13285,T. Chancalay,18,Argentina,62,78,Colon de Santa Fe,625000,2000
13286,T. Mahrer,27,Austria,62,64,SV Mattersburg,300000,4000
13287,K. Jakob,19,Germany,62,74,FC Augsburg,450000,2000
13288,M. Flynn,36,Wales,62,62,Newport County,100000,2000
13289,O. Lund,26,Denmark,62,63,Lyngby BK,290000,2000
13290,J. Aribo,20,England,62,76,Charlton Athletic,650000,2000
13291,S. Basel,22,Germany,62,68,SG Sonnenhof Grossaspach,400000,1000
13292,S. McConville,28,England,62,62,Accrington Stanley,300000,2000
13293,C. Goode,21,England,62,72,Scunthorpe United,425000,2000
13294,N. Smith,22,United States,62,67,LA Galaxy,350000,1000
13295,F. Quiroz,19,Argentina,62,74,Colon de Santa Fe,450000,1000
13296,K. Dawson,27,Republic of Ireland,62,63,Cheltenham Town,350000,3000
13297,A. Tambakis,24,Greece,62,67,Atlanta United FC,290000,1000
13298,H. McGahey,21,England,62,70,Rochdale,400000,1000
13299,S. Mvibudulu,24,DR Congo,62,68,SV Wehen Wiesbaden,425000,1000
13300,C. Cercado,28,Mexico,62,62,Lobos de la BUAP,240000,2000
13301,O. Kurt,22,Turkey,62,67,SC Fortuna Kaln,400000,1000
13302,S. Glarner,29,Switzerland,62,62,FC Thun,230000,3000
13303,Li Lei,25,China PR,62,66,,0,0
13304,Moha,22,Spain,62,72,Cadiz C.F.,500000,2000
13305,W. Al Anazi,22,Saudi Arabia,62,72,Al Shabab,475000,5000
13306,M. Camargo,23,Panama,62,69,New York City Football Club,425000,2000
13307,S. Diarra,22,Mali,62,68,RC Lens,400000,2000
13308,R. Magyar,26,Sweden,62,63,Spagg Greuther Furth,300000,2000
13309,M. Ballmert,23,Germany,62,69,SV Meppen,375000,1000
13310,T. Gorschlaeter,33,Germany,62,62,Sportfreunde Lotte,120000,1000
13311,D. Choiniere,20,Canada,62,73,Montreal Impact,525000,1000
13312,E. Masovic,18,Serbia,62,77,Club Brugge KV,575000,2000
13313,G. Leigh,22,England,62,71,Bury,400000,2000
13314,S. Velazquez,26,Argentina,62,63,Arsenal de Sarandae,350000,2000
13315,J. Baez,22,Uruguay,62,74,Pescara,550000,9000
13316,F. Luckeneder,23,Austria,62,70,LASK Linz,375000,3000
13317,K. Watson,27,Scotland,62,63,St. Johnstone FC,280000,2000
13318,A. Bray,21,England,62,74,Rotherham United,550000,2000
13319,S. Olivares,25,Argentina,62,68,Godoy Cruz,350000,2000
13320,B. Bahn,24,Germany,62,65,FSV Zwickau,375000,1000
13321,E. Ruiz,19,Colombia,62,78,La Equidad,525000,1000
13322,D. Etienne Jr.,20,Haiti,62,72,New York Red Bulls,500000,2000
13323,K. Eisele,22,Germany,62,74,Hansa Rostock,425000,1000
13324,T. Brown,26,Wales,62,64,Exeter City,300000,3000
13325,M. Haukis,30,Norway,62,62,Viking FK,290000,1000
13326,S. Boyd,31,Scotland,62,62,Kilmarnock,200000,2000
13327,Mayoral,20,Spain,62,77,Real Valladolid,675000,2000
13328,F. Mussa,21,Tanzania,62,73,CD Tenerife,525000,2000
13329,K. Ellison,38,England,62,62,Morecambe,110000,2000
13330,M. Pearson,23,England,62,67,Barnsley,350000,2000
13331,J. Sheehan,22,Wales,62,73,Swansea City,500000,11000
13332,J. Thomas,21,England,62,75,Mansfield Town,575000,3000
13333,A. Leautey,21,France,62,72,Chamois Niortais FC,500000,1000
13334,M. Hazazi,29,Saudi Arabia,62,62,Al Fateh,230000,5000
13335,Y. Al Musallam,31,Saudi Arabia,62,62,Al Raed,200000,4000
13336,C. Porter,24,United States,62,65,Sporting Kansas City,400000,2000
13337,I. La Rocca,33,Italy,62,62,Melbourne City,120000,2000
13338,T. Shimohira,28,Japan,62,62,Yokohama F. Marinos,240000,2000
13339,Romay,26,Spain,62,63,RC Deportivo de La Coruna,350000,4000
13340,Ione Cabrera,31,Spain,62,62,FC Admira Wacker Madling,200000,2000
13341,C. Porter,33,England,62,62,Crewe Alexandra,190000,4000
13342,R. Harley,32,England,62,62,Exeter City,240000,3000
13343,Y. Fujigaya,36,Japan,62,62,Gamba Osaka,40000,1000
13344,A. Nura,19,Nigeria,62,74,Roma,450000,5000
13345,J. Ingham,23,New Zealand,62,68,Melbourne Victory,425000,2000
13346,F. Altamirano,21,Argentina,62,75,Banfield,475000,2000
13347,H. Knlna,24,Netherlands,62,66,Osmanlnspor,400000,3000
13348,G. Zabret,21,Slovenia,62,74,Swansea City,425000,6000
13349,M. Multhaup,20,Germany,62,75,FC Ingolstadt 04,575000,4000
13350,D. Louiserre,22,France,62,69,Le Havre AC,425000,2000
13351,J. Partington,27,Wales,62,63,Bristol Rovers,280000,2000
13352,G. Pinaud,29,France,62,62,US Orlaans Loiret Football,230000,1000
13353,J. Cook,27,England,62,62,Luton Town,325000,4000
13354,H. Lennon,22,England,62,67,Charlton Athletic,350000,2000
13355,C. Daniel,29,England,62,62,Blackpool,300000,2000
13356,D. Winnard,27,England,62,64,Morecambe,300000,2000
13357,J. Anderson,21,England,62,74,Peterborough United,525000,2000
13358,N. Rinderknecht,19,Germany,62,78,SC Preussen Maenster,600000,2000
13359,A. Meyer,26,Germany,62,65,VfB Stuttgart,260000,3000
13360,K. Knops,29,Netherlands,62,62,Port Vale,230000,3000
13361,V. Vorel,21,Czech Republic,62,70,Sparta Praha,350000,1000
13362,A. Dadakdeniz,17,Turkey,62,75,Bursaspor,400000,1000
13363,E. Birkelund,23,Norway,62,71,Sogndal,450000,1000
13364,R. Samnick,24,France,62,68,La Berrichonne de ChA¢teauroux,350000,1000
13365,C. Suljic,20,France,62,72,Crotone,475000,2000
13366,A. Da Cruz,20,Netherlands,62,72,Novara,500000,1000
13367,J. Goda,28,Cameroon,62,63,Tours FC,240000,1000
13368,A. Bennett,35,Republic of Ireland,62,62,Cork City,70000,1000
13369,T. Walker,20,England,62,76,Nottingham Forest,675000,5000
13370,M. Gakpa,23,France,62,68,US Quevilly-Rouen,425000,1000
13371,N. Venema,18,Netherlands,62,74,FC Utrecht,500000,2000
13372,G. McCabe,28,Republic of Ireland,62,62,Bray Wanderers,300000,1000
13373,V. Janelt,19,Germany,62,76,VfL Bochum,650000,6000
13374,Lucas Sotero,26,Brazil,62,64,Corporacian Club Deportivo Tulua,375000,1000
13375,E. Civic,21,Bosnia Herzegovina,62,70,Sparta Praha,450000,1000
13376,Diego Pampin,17,Spain,62,74,RC Celta de Vigo,400000,2000
13377,Miguel Lazaro,22,Portugal,62,68,Vitaria Setabal,300000,1000
13378,M. Dembala,23,Mali,62,67,Brescia,350000,1000
13379,K. SigurIsson,25,Iceland,62,67,GIF Sundsvall,400000,1000
13380,N. Bishop,35,England,62,62,Scunthorpe United,130000,2000
13381,E. Gliozzi,21,Italy,62,72,Cesena,500000,8000
13382,M. Peijnenburg,20,Netherlands,62,70,FC Utrecht,400000,2000
13383,Back Jong Hwan,32,Korea Republic,62,62,Gangwon FC,170000,1000
13384,L. Longridge,25,Scotland,62,63,Hamilton Academical FC,350000,2000
13385,J. Mosquera,20,Colombia,62,74,Envigado FC,475000,1000
13386,E. Klenofsky,22,United States,62,72,D.C. United,375000,1000
13387,M. Rossmann,22,Germany,62,70,Sportfreunde Lotte,375000,1000
13388,Fran,29,Spain,62,62,Jankapings Sadra IF,200000,1000
13389,Marcus Vinaecius,33,Brazil,62,62,Arka Gdynia,180000,2000
13390,Riera,22,Spain,62,74,Villarreal CF,475000,4000
13391,N. Blissett,27,England,62,63,Plymouth Argyle,350000,3000
13392,D. Widemann,20,Germany,62,72,1. FC Heidenheim,500000,3000
13393,Raben Vinagre,18,Portugal,62,77,Wolverhampton Wanderers,550000,3000
13394,D. Philliskirk,26,England,62,63,Blackpool,350000,2000
13395,A. Dykstra,31,United States,62,62,Sporting Kansas City,180000,1000
13396,M. Havekotte,21,Netherlands,62,72,Excelsior,375000,1000
13397,D. Gnaase,20,Germany,62,73,1. FC Heidenheim,525000,3000
13398,C. Montano,25,Colombia,62,63,Port Vale,350000,3000
13399,J. Lindner,29,Poland,62,62,Sportfreunde Lotte,300000,1000
13400,Y. Minagawa,25,Japan,62,66,Sanfrecce Hiroshima,400000,3000
13401,M. Nalepa,22,Poland,62,72,Arka Gdynia,425000,2000
13402,T. Nydam,17,England,62,78,Ipswich Town,600000,2000
13403,Bae Jae Woo,24,Korea Republic,62,66,Jeju United FC,325000,1000
13404,R. Palermo,20,Argentina,62,72,Arsenal de Sarandae,500000,2000
13405,N. Julan,20,France,62,74,Le Havre AC,550000,2000
13406,D. Schmid,19,Switzerland,62,80,FC Basel,650000,4000
13407,A. Kiwomya,21,England,62,77,Doncaster Rovers,675000,2000
13408,M. Koj,23,Poland,62,67,Garnik Zabrze,350000,1000
13409,K. Toner,20,Republic of Ireland,62,72,Stevenage,425000,5000
13410,P. Yrizar,19,Mexico,62,67,Querataro,400000,2000
13411,G. Agbaljan,20,Armenia,62,72,Heracles Almelo,475000,2000
13412,K. Sheppard,26,Republic of Ireland,62,63,Cork City,350000,1000
